Trial,Indicators,LSTM Units,Layers,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Dense Config,Dense Activation,RMSE,MAPE,R2,Accuracy,Profit Index
8,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.8,0.0001,16,60,30,100,"(16, 1)",ReLU,0.05799877895636164,9.103254755401375,-0.13927971750652746,39.66244725738397,1.1778989676491058
9,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,3,0.30000000000000004,0.0005,16,60,30,150,"(16, 1)",Tanh,0.08874014930938187,14.764602370791138,-1.667061160534566,15.18987341772152,0.8457907083447465
10,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,50,"(25, 1)",Sigmoid,0.06007223417105602,9.808031876253393,-0.2221942418896814,28.691983122362867,1.1834805422772368
11,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.8,0.0001,64,60,30,100,"(16, 1)",ReLU,0.058702403662506196,8.709382386215132,-0.16709023064082817,29.11392405063291,1.2773914518672702
12,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,2,0.8,0.0001,64,60,30,100,"(25, 1)",ReLU,0.0646742289030817,9.26211288155034,-0.4166259192767876,27.42616033755274,1.3867390251422178
13,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0001,64,60,30,100,"(16, 1)",ReLU,0.056231141845340844,9.04986777640964,-0.07089396167398365,34.59915611814346,1.1724166855807485
14,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,150,"(16, 1)",ReLU,0.05550413819201962,8.907165000720564,-0.04338212530322494,34.177215189873415,1.1910443803190955
15,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,150,"(25, 1)",ReLU,0.054788124308838136,8.641031880196474,-0.016636105999841666,34.177215189873415,1.2151985605360258
16,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.30000000000000004,0.0005,64,60,30,150,"(25, 1)",ReLU,0.055218459736264686,8.30038814288807,-0.032669240828369084,34.59915611814346,1.2745178511866637
17,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.30000000000000004,0.0005,64,60,30,150,"(25, 1)",Sigmoid,0.05797028298331606,9.161258496044105,-0.13816049019249066,36.708860759493675,1.1367227858369258
18,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,150,"(25, 1)",ReLU,0.05782483457733106,8.912075264791183,-0.1324563278291888,41.35021097046413,1.160018932708956
19,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,2,0.30000000000000004,0.0005,64,60,30,150,"(25, 1)",ReLU,0.05747100448609965,8.792484613772153,-0.1186397316866199,41.35021097046413,1.241964926019026
20,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.5,0.0005,64,60,30,50,"(25, 1)",Sigmoid,0.05842495077851978,9.4902786190779,-0.15608395862110314,29.11392405063291,1.0191668305153387
21,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.30000000000000004,0.0005,64,60,30,150,"(25, 1)",ReLU,0.0544172130773704,8.64536424981665,-0.002917609588924952,34.59915611814346,1.0989773840940908
22,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,150,"(25, 1)",ReLU,0.053280449102807735,8.42862862454281,0.03854620393139907,33.755274261603375,1.0473278800494834
